ItemName,IsTeleportable,UsesDurability,MaxDurability,DurabilityPerLevel,MaxStack,DisplayName,MaxQuality,ItemType,Weight,ScaleWeightByQuality,CanHaveCrafterTag
MoldSword2H,True,False,100,50,10,Mould: Nord Greatsword,1,1,1,0,False
MoleClaws,True,False,100,50,50,Long Claws,1,1,0.5,0,False
MoltenCore,True,False,100,50,20,Molten Core,1,1,1,0,False
MooseHide,True,False,100,50,50,Moose Hide,1,1,1,0,False
MooseKebab,True,False,100,50,10,Meat In Bread,1,2,1,0,True
MooseMeat,True,False,100,50,20,Moose Meat,1,1,1,0,False
MooseSinew,True,False,100,50,50,Moose Sinew,1,1,0.5,0,False
MorgenHeart,True,False,100,50,50,Morgen Heart,1,1,0.5,0,False
MorgenSinew,True,False,100,50,50,Morgen Sinew,1,1,0.5,0,False
Mushroom,True,False,100,50,50,Mushroom,1,2,0.1,0,False
MushroomBlue,True,False,100,50,50,Blue Mushroom,1,2,0.1,0,False
MushroomBzerker,True,False,100,50,50,Toadstool,1,2,0.1,0,False
MushroomJotunPuffs,True,False,100,50,50,Jotun Puffs,1,2,0.1,0,False
MushroomMagecap,True,False,100,50,50,Magecap,1,2,0.1,0,False
MushroomOmelette,True,False,100,50,10,Mushroom Omelette,1,2,1,0,True
MushroomSmokePuff,True,False,100,50,50,Smoke Puff,1,2,0.1,0,False
MushroomYellow,True,False,100,50,50,Yellow Mushroom,1,2,0.1,0,False
NeckTail,True,False,100,50,50,Neck Tail,1,1,0.5,0,False
NeckTailGrilled,True,False,100,50,20,Grilled Neck Tail,1,2,0.5,0,False
Needle,True,False,100,50,50,Needle,1,1,0.5,0,False
NornThread,True,False,100,50,50,Nornathread,1,1,0.5,0,False
Oat,True,False,100,50,50,Oats,1,2,0.1,0,False
OatFlour,True,False,100,50,50,Oat Flour,1,16,0.2,0,False
OatmealLingonberryJam,True,False,100,50,10,Oatmeal,1,2,1,0,True
OatMilk,True,False,100,50,10,Oat Milk,1,2,1,0,True
OatSeeds,True,False,100,50,100,Oat Seeds,1,1,0.1,0,False
Obsidian,True,False,100,50,50,Obsidian,1,1,2,0,False
Onion,True,False,100,50,50,Onion,1,2,0.3,0,False
OnionSeeds,True,False,100,50,100,Onion Seeds,1,1,0.1,0,False
OnionSoup,True,False,100,50,10,Onion Soup,1,2,1,0,True
Ooze,True,False,100,50,50,Ooze,1,1,0.5,0,False
OozeMork,True,False,100,50,50,Dead Pulp,1,1,0.5,0,False
OrbFrostFire,True,False,100,50,50,Frostfire Essence,1,1,0.5,0,False
OrbThunderBlood,True,False,100,50,50,Thunderblood Essence,1,1,0.5,0,False
OvenPancake,True,False,100,50,10,Oven Pancake,1,2,1,0,False
OvenPancakeUncooked,True,False,100,50,10,Oven Pancake Batter,1,1,1,0,True
Pancakes,True,False,100,50,10,Pancakes,1,2,1,0,True
PickaxeAntler,True,True,100,50,1,Antler Pickaxe,1,14,2,0,True
PickaxeBlackMetal,True,True,210,50,1,Black Metal Pickaxe,4,14,2,0,True
PickaxeBronze,True,True,120,50,1,Bronze Pickaxe,4,14,2,0,True
PickaxeIron,True,True,150,50,1,Iron Pickaxe,4,14,2,0,True
PickaxeStone,True,True,100,50,1,Stone Pickaxe,1,14,2,0,False
PineCone,True,False,100,50,100,Pine Cone,1,1,0.1,0,False
PiquantPie,True,False,100,50,10,Piquant Pie,1,2,1,0,False
PiquantPieUncooked,True,False,100,50,10,Uncooked Piquant Pie,1,1,1,0,True
Pot_Shard_Green,True,False,100,50,50,Pot Shard,1,1,2,0,False
Pot_Shard_Red,True,False,100,50,50,$item_pot_shard_red,1,1,2,0,False
Poteitr,True,False,100,50,50,Poteitr,1,2,0.5,0,False
PoteitrSeeds,True,False,100,50,100,Seed Poteitr,1,1,0.1,0,False
PowderedDragonEgg,True,False,100,50,50,Powdered Dragon Eggshells,1,1,0.5,0,False
ProustitePowder,True,False,100,50,50,Proustite Powder,1,1,0.5,0,False
Pukeberries,True,False,100,50,50,Bukeperries,1,2,0.1,0,False
PulledBear,True,False,100,50,10,Pulled Bear,1,2,1,0,True
PungentPebbles,True,False,100,50,50,Pungent Pebbles,1,1,0.5,0,False
QueenBee,True,False,100,50,20,Queen Bee,1,1,0.2,0,False
QueenDrop,True,False,100,50,30,Majestic Carapace,1,1,1,0,False
QueensJam,True,False,100,50,10,Queen's Jam,1,2,1,0,True
Raspberry,True,False,100,50,50,Raspberries,1,2,0.1,0,False
RawMeat,True,False,100,50,20,Boar Meat,1,1,1,0,False
Resin,True,False,100,50,50,Resin,1,1,0.3,0,False
RoastedCrustPie,True,False,100,50,10,Roasted Crust Pie,1,2,1,0,False
RoastedCrustPieUncooked,True,False,100,50,10,Uncooked Roasted Crust Pie,1,1,1,0,True
Root,True,False,100,50,50,Root,1,1,0.3,0,False
RottenMeat,True,False,100,50,20,Rotten Meat,1,2,0.5,0,False
RoundLog,True,False,100,50,50,Corewood,1,1,2,0,False
RoyalJelly,True,False,100,50,50,Royal Jelly,1,2,0.1,0,False
Ruby,True,False,100,50,20,Ruby,1,1,0.1,0,False
SaddleAsksvin,True,False,100,50,1,Asksvin Saddle,1,16,10,0,True
SaddleLox,True,False,100,50,1,Lox Saddle,1,16,10,0,True
SaddleMoose,True,False,100,50,1,Moose Saddle,1,16,10,0,True
Salad,True,False,100,50,10,Salad,1,2,1,0,True
Sap,True,False,100,50,50,Sap,1,1,0.2,0,False
Sausages,True,False,100,50,20,Sausages,1,2,0.5,0,True
ScaleHide,True,False,100,50,50,Scale Hide,1,1,0.5,0,False
ScorchingMedley,True,False,100,50,10,Scorching Medley,1,2,1,0,True
Scythe,True,True,200,200,1,Scythe,3,14,2,0,True
ScytheHandle,True,False,100,50,20,Scythe Handle,1,16,2,0,False
SealBlubber,True,False,100,50,20,Seal Blubber,1,1,1,0,False
SealHide,True,False,100,50,50,Seal Pelt,1,1,0.5,0,False
SealSoup,True,False,100,50,10,Seal Meat Soup,1,2,1,0,True
SeekerAspic,True,False,100,50,10,Seeker Aspic,1,2,1,0,True
SerpentMeat,True,False,100,50,50,Serpent Meat,1,1,10,0,False
SerpentMeatCooked,True,False,100,50,50,Cooked Serpent Meat,1,2,10,0,False
SerpentScale,True,False,100,50,50,Serpent Scale,1,1,2,0,False
SerpentStew,True,False,100,50,10,Serpent Stew,1,2,1,0,True
SharpeningStone,True,False,100,50,20,Sharpening Stone,1,1,6,0,True
ShieldBanded,True,True,200,50,1,Banded Shield,3,5,5,0,True
ShieldBlackmetal,True,True,200,50,1,Black Metal Shield,3,5,5,0,True
ShieldBlackmetalTower,True,True,200,50,1,Black Metal Tower Shield,3,5,5,0,True
ShieldBoneTower,True,True,200,50,1,Bone Tower Shield,3,5,4,0,True
ShieldBronzeBuckler,True,True,200,50,1,Bronze Buckler,3,5,3,0,True
ShieldBucklerGoldUncooked,True,False,100,50,10,Cast: Nord Buckler,1,1,1,0,True
ShieldCarapace,True,True,250,50,1,Carapace Shield,3,5,5,0,True
ShieldCarapaceBuckler,True,True,250,50,1,Carapace Buckler,3,5,5,0,True
ShieldCore,True,False,100,50,20,Shield Core,1,1,1,0,True
ShieldFlametal,True,True,300,50,1,Flametal Shield,3,5,5,0,True
ShieldFlametalTower,True,True,300,50,1,Flametal Tower Shield,3,5,5,0,True
ShieldGold,True,True,400,50,1,Nord Shield,3,5,5,0,True
ShieldGoldBuckler,True,True,400,50,1,Nord Buckler,3,5,4,0,True
ShieldGoldTower,True,True,400,50,1,Nord Greatshield,3,5,5,0,True
ShieldIronBuckler,True,True,200,50,1,Iron Buckler,3,5,4,0,True
ShieldIronSquare,True,True,200,50,1,Iron Shield,3,5,4,0,False
ShieldIronTower,True,True,200,50,1,Iron Tower Shield,3,5,4,0,True
ShieldKnight,True,True,100,50,1,Knight shield UNUSED,1,5,4,0,False
ShieldRoots,True,True,200,50,1,Shield of Roots,3,5,4,0,True
ShieldRoundGoldUncooked,True,False,100,50,10,Cast: Nord Shield,1,1,1,0,True
ShieldSerpentscale,True,True,250,50,1,Serpent Scale Shield,3,5,5,0,True
ShieldSilver,True,True,200,50,1,Silver Shield,3,5,5,0,True
ShieldTowerGoldUncooked,True,False,100,50,10,Cast: Nord Greatshield,1,1,1,0,True
ShieldWood,True,True,200,50,1,Wood Shield,3,5,4,0,True
ShieldWoodTower,True,True,200,50,1,Wood Tower Shield,3,5,4,0,True
ShocklateSmoothie,True,False,100,50,10,Muckshake,1,2,1,0,True
Shovel,True,True,200,200,1,Snow Shovel,3,14,2,0,True
Silver,False,False,100,50,30,Silver,1,1,14,0,False
SilverNecklace,True,False,100,50,20,Silver Necklace,1,1,0.1,0,False
SilverOre,False,False,100,50,30,Silver Ore,1,1,14,0,False
SizzlingBerryBroth,True,False,100,50,10,Sizzling Berry Broth,1,2,1,0,True
SledgeDemolisher,True,True,250,50,1,Demolisher,4,14,4,0,True
SledgeGold,True,True,400,50,1,Nord Sledge,4,14,4,0,True
SledgeGold_BloodLightning,True,True,400,50,1,Thunderblood Sledge,4,14,4,0,True
SledgeGold_FrostFire,True,True,400,50,1,Frostfire Sledge,4,14,4,0,True
SledgeGoldUncooked,True,False,100,50,1,Cast: Nord Sledge,1,1,4,0,True
SledgeIron,True,True,100,50,1,Iron Sledge,4,14,4,0,True
SledgeStagbreaker,True,True,100,50,1,Stagbreaker,4,14,4,0,True
SledgeWood,True,True,100,50,1,Wooden Sledge,4,14,4,0,False
SmallPartsGoldUncooked,True,False,100,50,10,$item_smallparts_gold_uncooked,1,1,1,0,False
SmokedFish,True,False,100,50,10,Smoked Fish,1,2,1,0,True
SmokedMooseMeat,True,False,100,50,10,Smoked Moose Meat,1,2,1,0,True
Snowball,True,False,100,50,50,Snowball,1,3,0.3,0,True
Softtissue,True,False,100,50,40,Soft Tissue,1,1,1,0,False
SP_ArmorBronzeChest,True,True,1000,200,1,Bronze Plate Tunic,4,7,10,0,False
SP_ArmorBronzeLegs,True,True,1000,200,1,Bronze Plate Leggings,4,11,10,0,False
SP_ArmorDress1,True,True,1000,200,1,Plain Brown Dress,4,7,10,0,False
SP_ArmorFenringChest,True,True,1000,200,1,Fenris Coat,4,7,10,0,False
SP_ArmorFenringLegs,True,True,1000,200,1,Fenris Leggings,4,11,10,0,False
SP_ArmorLeatherLegs,True,True,400,100,1,Leather Trousers,4,11,5,0,False
SP_ArmorMageChest,True,True,1000,200,1,Eitr-weave Robe,4,7,5,0,False
SP_ArmorMageChest_Ashlands,True,True,1000,200,1,Robes of Embla,4,7,5,0,False
SP_ArmorMageLegs,True,True,1000,200,1,Eitr-weave Trousers,4,11,5,0,False
SP_ArmorMageLegs_Ashlands,True,True,1000,200,1,Trousers of Embla,4,11,5,0,False
SP_ArmorPaddedCuirass,True,True,1000,200,1,Padded Cuirass,4,7,10,0,False
SP_ArmorPaddedGreaves,True,True,1000,200,1,Padded Greaves,4,11,10,0,False
SP_ArmorTrollLeatherChest,True,True,500,200,1,Troll Leather Tunic,4,7,5,0,False
SP_ArmorTrollLeatherLegs,True,True,500,200,1,Troll Leather Trousers,4,11,5,0,False
SP_ArmorTunic5,True,True,1000,200,1,Red Tunic with Cape,4,7,10,0,False
SP_AxeBronze,True,True,125,50,1,Bronze Axe,4,3,2,0,False
SP_BattleaxeCrystal,True,True,200,50,1,Crystal Battleaxe,4,14,2.5,0,False
SP_BowDraugrFang,True,True,100,50,1,Draugr Fang,4,4,1.5,0,False
SP_CapeLinen,True,True,1500,50,1,Linen Cape,4,17,4,0,False
SP_CapeTrollHide,True,True,500,50,1,Troll Hide Cape,4,17,4,0,False
SP_CapeWolf,True,True,1000,50,1,Wolf Fur Cape,4,17,4,0,False
SP_HelmetBronze,True,True,1000,200,1,Bronze Helmet,4,6,3,0,False
SP_KnifeSilver,True,True,200,50,1,Silver Knife,4,3,0.3,0,False
SP_KnifeSkollAndHati,True,True,250,50,1,Skoll and Hati,4,14,0.3,0,False
SP_ShieldBlackmetalTower,True,True,200,50,1,Black Metal Tower Shield,3,5,5,0,False
SP_StaffFireball,True,True,200,50,1,Staff of Embers,4,14,0.3,0,False
SP_StaffLightning,True,True,300,50,1,Dundr,4,14,1.5,0,False
SP_SwordBlackmetal,True,True,200,50,1,Black Metal Sword,4,3,0.8,0,False
Sparkler,True,True,8,0,1,Sparkler,1,15,1,0,False
SparklingShroomshake,True,False,100,50,10,Sparkling Shroomshake,1,2,1,0,True
SpearBronze,True,True,100,50,1,Bronze Spear,4,3,1.5,0,True
SpearCarapace,True,True,250,50,1,Carapace Spear,4,3,1.5,0,True
SpearChitin,True,True,50,50,1,Abyssal Harpoon,1,3,1.5,0,True
SpearElderbark,True,True,100,50,1,Ancient Bark Spear,4,3,1.5,0,True
SpearFlint,True,True,100,50,1,Flint Spear,4,3,1.5,0,True
SpearGold,True,True,400,50,1,Nord Spear,4,3,1.5,0,True
SpearGold_BloodLightning,True,True,400,50,1,Thunderblood Spear,4,3,1.5,0,True
SpearGold_FrostFire,True,True,400,50,1,Frostfire Spear,4,3,1.5,0,True
SpearGoldUncooked,True,False,100,50,1,Cast: Nord Spear,1,1,1.5,0,True
SpearSplitner,True,True,300,50,1,Splitnir,4,3,1.5,0,True
SpearSplitner_Blood,True,True,300,50,1,Splitnir the Bleeding,4,3,1.5,0,True
SpearSplitner_Lightning,True,True,300,50,1,Splitnir the Storming,4,3,1.5,0,True
SpearSplitner_Nature,True,True,300,50,1,Splitnir the Primal,4,3,1.5,0,True
SpearWolfFang,True,True,100,50,1,Fang Spear,4,3,1.5,0,True
SpearWood,True,True,100,50,1,Wooden Spear,4,3,1.5,0,False
SpiceAshlands,True,False,100,50,100,Fiery Spice Powder,1,1,0.1,0,False
SpiceDeepNorth,True,False,100,50,100,Seasoning of the Gourd,1,1,0.1,0,False
SpiceForests,True,False,100,50,100,Woodland Herb Blend,1,1,0.1,0,False
SpiceMistlands,True,False,100,50,100,Herbs of the Hidden Hills,1,1,0.1,0,False
SpiceMountains,True,False,100,50,100,Mountain Peak Pepper Powder,1,1,0.1,0,False
SpiceOceans,True,False,100,50,100,Seafarer's Herbs,1,1,0.1,0,False
SpicePlains,True,False,100,50,100,Grasslands Herbalist Harvest,1,1,0.1,0,False
SpicyMarmalade,True,False,100,50,10,Spicy Marmalade,1,2,1,0,True
StaffClusterbomb,True,True,300,50,1,Staff of Fracturing,4,14,0.3,0,True
StaffFireball,True,True,200,50,1,Staff of Embers,4,14,0.3,0,True
StaffFrostOrbs,True,True,400,50,1,Northern Vengeance,4,22,0.3,0,True
StaffFrostOrbsUncooked,True,False,200,50,1,Cast: Northern Vengeance,1,1,2.5,0,True
StaffGreenRoots,True,True,200,50,1,Staff of the Wild,4,14,0.3,0,True
StaffIceShards,True,True,200,50,1,Staff of Frost,4,14,0.3,0,True
StaffLightning,True,True,300,50,1,Dundr,4,14,1.5,0,True
StaffOrbofAhri,True,True,400,50,1,Echo Spike,4,14,0.3,0,True
StaffOrbofAhriUncooked,True,False,200,50,1,Cast: Echo Spike,1,1,2.5,0,True
StaffRedTroll,True,True,300,50,1,Trollstav,4,14,0.3,0,True
StaffShield,True,True,200,50,1,Staff of Protection,4,14,0.3,0,True
StaffSkeleton,True,True,200,50,1,Dead Raiser,4,22,0.3,0,True
StaffSpiritCaller,True,True,400,50,1,Spirit Caller,4,22,0.3,0,True
StaffSpiritCallerUncooked,True,False,200,50,1,Cast: Spirit Caller,1,1,2.5,0,True
StaffThunderBlood,True,True,400,50,1,Lightning Strike,4,14,0.3,0,True
StaffThunderbloodUncooked,True,False,200,50,1,Cast: Lightning Strike,1,1,2.5,0,True
Stone,True,False,100,50,50,Stone,1,1,2,0,False
StoneRock,True,False,100,50,50,Rock,1,1,2,0,False
SulfurStone,True,False,100,50,50,Sulfur,1,1,2,0,False
SurtlingCore,True,False,100,50,10,Surtling Core,1,1,5,0,False
SwordBlackmetal,True,True,200,50,1,Black Metal Sword,4,3,0.8,0,True
SwordBronze,True,True,200,50,1,Bronze Sword,4,3,0.8,0,True
SwordDyrnwyn,True,True,300,50,1,Dyrnwyn,4,3,0.8,0,True
SwordGold,True,True,400,50,1,Nord Sword,4,3,0.8,0,True
SwordGold_BloodLightning,True,True,400,50,1,Thunderblood Sword,4,3,0.8,0,True
SwordGold_FrostFire,True,True,400,50,1,Frostfire Sword,4,3,0.8,0,True
SwordGoldUncooked,True,False,200,50,1,Cast: Nord Sword,1,1,0.8,0,True
SwordIron,True,True,200,50,1,Iron Sword,4,3,0.8,0,True
SwordIronFire,True,True,200,50,1,Dyrnwyn,4,3,1,0,False
SwordMistwalker,True,True,250,50,1,Mistwalker,4,3,0.8,0,True
SwordNiedhogg,True,True,300,50,1,Nidhögg,4,3,0.8,0,True
SwordNiedhoggBlood,True,True,300,50,1,Nidhögg the Bleeding,4,3,0.8,0,True
SwordNiedhoggLightning,True,True,300,50,1,Nidhögg the Thundering,4,3,0.8,0,True
SwordNiedhoggNature,True,True,300,50,1,Nidhögg the Primal,4,3,0.8,0,True
SwordSilver,True,True,200,50,1,Silver Sword,4,3,1,0,True
SwordWood,True,True,200,50,1,Wooden Sword,4,3,0.8,0,True
Tankard,True,False,100,50,1,Tankard,1,3,1,0,True
Tankard_dvergr,True,False,100,50,1,Dvergr Tankard,1,3,1,0,False
TankardAnniversary,True,False,100,50,1,Horn of Celebration,1,3,1,0,True
TankardOdin,True,False,100,50,1,Mead Horn of Oden,1,3,1,0,True
Tar,True,False,100,50,50,Tar,1,1,2,0,False
Thistle,True,False,100,50,50,Thistle,1,1,0.1,0,False
THSwordGold,True,True,400,50,1,Nord Greatsword,4,14,4,0,True
THSwordGold_BloodLightning,True,True,400,50,1,Thunderblood Greatsword,4,14,4,0,True
THSwordGold_FrostFire,True,True,400,50,1,Frostfire Greatsword,4,14,4,0,True
THSwordGoldUncooked,True,False,200,50,1,Cast: Nord Greatsword,1,1,4,0,True
THSwordKrom,True,True,250,50,1,Krom,4,14,4,0,True
THSwordSlayer,True,True,300,50,1,Slayer,4,14,4,0,True
THSwordSlayerBlood,True,True,300,50,1,Brutal Slayer,4,14,4,0,True
THSwordSlayerLightning,True,True,300,50,1,Scourging Slayer,4,14,4,0,True
THSwordSlayerNature,True,True,300,50,1,Primal Slayer,4,14,4,0,True
THSwordWood,True,True,200,50,1,Wooden Greatsword,4,14,4,0,False
Thunderstone,True,False,100,50,20,Thunder Stone,1,1,10,0,False
Tin,False,False,100,50,30,Tin,1,1,8,0,False
TinOre,False,False,100,50,30,Tin Ore,1,1,8,0,False
Torch,True,True,20,50,1,Torch,1,15,1,0,True
TorchMist,True,True,20,50,1,$item_torchmist,1,15,1,0,False
TrinketBlackDamageHealth,True,False,100,50,1,Bracelets of the Brave,1,24,2,0,True
TrinketBlackStamina,True,False,100,50,1,Evasion Mantle,1,24,2,0,True
TrinketBloodGoldHealth,True,False,100,50,1,Neckstabber,1,24,2,0,True
TrinketBloodGoldStamina,True,False,100,50,1,Witch Crown,1,24,2,0,True
TrinketBronzeHealth,True,False,100,50,1,Heart of the Forest,1,24,2,0,True
TrinketBronzeStamina,True,False,100,50,1,Bronze Pendant,1,24,2,0,True
TrinketCarapaceEitr,True,False,100,50,1,Pulsating Earrings,1,24,2,0,True
TrinketChitinSwim,True,False,100,50,1,Fins of Destiny,1,24,2,0,True
TrinketFlametalEitr,True,False,100,50,1,Jörmundling,1,24,2,0,True
TrinketFlametalStaminaHealth,True,False,100,50,1,Brimstone,1,24,2,0,True
TrinketIronHealth,True,False,100,50,1,Iron Brooch,1,24,2,0,True
TrinketIronStamina,True,False,100,50,1,Nimble Anklet,1,24,2,0,True
TrinketScaleStaminaDamage,True,False,100,50,1,Resounding Shackle,1,24,2,0,True
TrinketSilverDamage,True,False,100,50,1,Wolf Sight,1,24,2,0,True
TrinketSilverResist,True,False,100,50,1,Crystal Heart,1,24,2,0,True
TrollHide,True,False,100,50,20,Troll Hide,1,1,2,0,False
TrophyAbomination,True,False,100,50,20,Abomination Trophy,1,13,4,0,False
TrophyAsksvin,True,False,100,50,20,Asksvin Trophy,1,13,2,0,False
TrophyBarka,True,False,100,50,20,Barka Trophy,1,13,2,0,False
TrophyBjorn,True,False,100,50,20,Bear Trophy,1,13,2,0,False
TrophyBjornUndead,True,False,100,50,20,Vile Trophy,1,13,2,0,False
TrophyBlob,True,False,100,50,20,Blob Trophy,1,13,1,0,False
TrophyBlob_Frost,True,False,100,50,20,Frost Blob Trophy,1,13,1,0,False
TrophyBlob_Lava,True,False,100,50,20,Lava Blob Trophy,1,13,1,0,False
TrophyBlob_Morkhalla,True,False,100,50,20,Pulp Trophy,1,13,1,0,False
TrophyBoar,True,False,100,50,20,Boar Trophy,1,13,2,0,False
TrophyBonemass,True,False,100,50,20,Bonemass Trophy,1,13,2,0,False
TrophyBonemawSerpent,True,False,100,50,20,Bonemaw Trophy,1,13,25,0,False
TrophyCharredArcher,True,False,100,50,20,Marksman Trophy,1,13,0.5,0,False
TrophyCharredMage,True,False,100,50,20,Warlock Trophy,1,13,0.5,0,False
TrophyCharredMelee,True,False,100,50,20,Warrior Trophy,1,13,0.5,0,False
TrophyCultist,True,False,100,50,20,Cultist Trophy,1,13,3,0,False
TrophyCultist_Hildir,True,False,100,50,20,Geirrhafa Trophy,1,13,3,0,False
TrophyDeathsquito,True,False,100,50,20,Deathsquito Trophy,1,13,0.5,0,False
TrophyDeer,True,False,100,50,20,Deer Trophy,1,13,2,0,False
TrophyDeerWhite,True,False,100,50,20,$item_trophy_deer_white,1,13,2,0,False
TrophyDragonQueen,True,False,100,50,20,Moder Trophy,1,13,2,0,False
TrophyDraugr,True,False,100,50,20,Draugr Trophy,1,13,1,0,False
TrophyDraugrElite,True,False,100,50,20,Draugr Elite Trophy,1,13,1,0,False
TrophyDraugrFem,True,False,100,50,20,Draugr Trophy,1,13,1,0,False
TrophyDvergr,True,False,100,50,20,Dvergr Trophy,1,13,2,0,False
TrophyEikthyr,True,False,100,50,20,Eikthyr Trophy,1,13,2,0,False
TrophyElaking,True,False,100,50,20,Elaking Trophy,1,13,2,0,False
TrophyFader,True,False,100,50,20,Fader Trophy,1,13,2,0,False
TrophyFallenValkyrie,True,False,100,50,20,Fallen Valkyrie Trophy,1,13,0.5,0,False
TrophyFenring,True,False,100,50,20,Fenring Trophy,1,13,1.5,0,False
TrophyForestTroll,True,False,100,50,20,Troll Trophy,1,13,4,0,False
TrophyFrostTroll,True,False,100,50,20,Troll Trophy,1,13,4,0,False
TrophyGhost,True,False,100,50,20,Ghost Trophy,1,13,2,0,False
TrophyGjall,True,False,100,50,20,Gjall Trophy,1,13,2,0,False
TrophyGoblin,True,False,100,50,20,Fuling Trophy,1,13,1,0,False
TrophyGoblinBrute,True,False,100,50,20,Fuling Berserker Trophy,1,13,2,0,False
TrophyGoblinBruteBrosBrute,True,False,100,50,20,Thungr Trophy,1,13,2,0,False
TrophyGoblinBruteBrosShaman,True,False,100,50,20,Zil Trophy,1,13,2,0,False
TrophyGoblinKing,True,False,100,50,20,Yagluth Trophy,1,13,1,0,False
TrophyGoblinShaman,True,False,100,50,20,Fuling Shaman Trophy,1,13,0.5,0,False
TrophyGreydwarf,True,False,100,50,20,Greydwarf Trophy,1,13,1,0,False
TrophyGreydwarfBrute,True,False,100,50,20,Greydwarf Brute Trophy,1,13,1.5,0,False
TrophyGreydwarfShaman,True,False,100,50,20,Greydwarf Shaman Trophy,1,13,1,0,False
TrophyGrowth,True,False,100,50,20,Growth Trophy,1,13,1,0,False
TrophyHare,True,False,100,50,20,Hare Trophy,1,13,2,0,False
TrophyHatchling,True,False,100,50,20,Drake Trophy,1,13,2,0,False
TrophyJotunWarrior,True,False,100,50,20,Krigen Trophy,1,13,2,0,False
TrophyJotunWitch,True,False,100,50,20,Hexen Trophy,1,13,2,0,False
TrophyKvastur,True,False,100,50,20,Kvastur,1,13,2,0,False
TrophyLeech,True,False,100,50,20,Leech Trophy,1,13,2,0,False
TrophyLox,True,False,100,50,20,Lox Trophy,1,13,2,0,False
TrophyMole,True,False,100,50,20,Eyeless One Trophy,1,13,1.5,0,False
TrophyMoose,True,False,100,50,20,Moose Trophy,1,13,2,0,False
TrophyMorgen,True,False,100,50,20,Morgen Trophy,1,13,0.5,0,False
TrophyNeck,True,False,100,50,20,Neck Trophy,1,13,0.5,0,False
TrophySeal,True,False,100,50,20,Seal Trophy,1,13,2,0,False
TrophySeeker,True,False,100,50,20,Seeker Trophy,1,13,2,0,False
TrophySeekerBrute,True,False,100,50,20,Seeker Soldier Trophy,1,13,2,0,False
TrophySeekerQueen,True,False,100,50,20,The Queen Trophy,1,13,2,0,False
TrophySerpent,True,False,100,50,20,Serpent Trophy,1,13,25,0,False
TrophySGolem,True,False,100,50,20,Stone Golem Trophy,1,13,2,0,False
TrophySkeleton,True,False,100,50,20,Skeleton Trophy,1,13,0.5,0,False
TrophySkeletonHildir,True,False,100,50,20,Brenna Trophy,1,13,0.5,0,False
TrophySkeletonPoison,True,False,100,50,20,Rancid Remains Trophy,1,13,0.5,0,False
TrophySurtling,True,False,100,50,20,Surtling Trophy,1,13,1,0,False
TrophyTheElder,True,False,100,50,20,The Elder Trophy,1,13,4,0,False
TrophyTick,True,False,100,50,20,Tick Trophy,1,13,2,0,False
TrophyUlv,True,False,100,50,20,Ulv Trophy,1,13,1.5,0,False
TrophyVolture,True,False,100,50,20,Volture Trophy,1,13,2,0,False
TrophyWolf,True,False,100,50,20,Wolf Trophy,1,13,1.5,0,False
TrophyWraith,True,False,100,50,20,Wraith Trophy,1,13,1,0,False
TrophyWrithan,True,False,100,50,20,Writhan Trophy,1,13,2,0,False
Turnip,True,False,100,50,50,Turnip,1,1,0.3,0,False
TurnipSeeds,True,False,100,50,100,Turnip Seeds,1,1,0.1,0,False
TurnipStew,True,False,100,50,10,Turnip Stew,1,2,1,0,True
TurretBolt,True,False,100,50,100,Black Metal Missile,1,23,0.5,0,True
TurretBoltBloodgold,True,False,100,50,100,Bloodgold Missile,1,23,0.5,0,True
TurretBoltBone,True,False,100,50,100,$item_turretboltbone,1,23,0.5,0,False
TurretBoltFlametal,True,False,100,50,100,Flametal Missile,1,23,0.5,0,True
TurretBoltWood,True,False,100,50,100,Wooden Missile,1,23,0.5,0,True
UndeadBjornRibcage,True,False,100,50,50,Vile Ribcage,1,1,5,0,False
Upgrader0Armor,True,False,100,50,20,Wooden Protection Idol,1,1,0.5,0,False
Upgrader0Weapon,True,False,100,50,20,Wooden Battle Idol,1,1,0.5,0,False
Upgrader1Armor,True,False,100,50,20,Bronze Protection Idol,1,1,0.5,0,False
Upgrader1Weapon,True,False,100,50,20,Bronze Battle Idol,1,1,0.5,0,False
Upgrader2Armor,True,False,100,50,20,Iron Protection Idol,1,1,0.5,0,False
Upgrader2Weapon,True,False,100,50,20,Iron Battle Idol,1,1,0.5,0,False
Upgrader3Armor,True,False,100,50,20,Silver Protection Idol,1,1,0.5,0,False
Upgrader3Weapon,True,False,100,50,20,Silver Battle Idol,1,1,0.5,0,False
Upgrader4Armor,True,False,100,50,20,Black Metal Protection Idol,1,1,0.5,0,False
Upgrader4Weapon,True,False,100,50,20,Black Metal Battle Idol,1,1,0.5,0,False
Upgrader5Armor,True,False,100,50,20,Black Marble Protection Idol,1,1,0.5,0,False
Upgrader5Weapon,True,False,100,50,20,Black Marble Battle Idol,1,1,0.5,0,False
Upgrader6Armor,True,False,100,50,20,Flametal Protection Idol,1,1,0.5,0,False
Upgrader6Weapon,True,False,100,50,20,Flametal Battle Idol,1,1,0.5,0,False
Upgrader7Armor,True,False,100,50,20,Bloodgold Protection Idol,1,1,0.5,0,False
Upgrader7Weapon,True,False,100,50,20,Bloodgold Battle Idol,1,1,0.5,0,False
VikingCupcake,True,False,100,50,10,Frosted Sweetbread,1,2,1,0,False
